fStat0V2 bzJumpi08,0.7842038329587129
fStat0V1 bzJumpi08,0.7841003194132261
fstSecSkel bzJumpi08,0.7654826688749556
fStat0V2 bzJumpi04,0.7448982609724358
fStat0V1 bzJumpi04,0.7448391103750148
fstSecSkel bzJumpi04,0.7408760203478055
fstSecSkel bzJumpi16,0.7366023896841358
raw bzJumpi08,0.7255855909144683
skeletons bzJumpi08,0.7200550100556016
skeletons bzJumpi16,0.7180438897432864
raw bzJumpi16,0.7168608777948657
fStat0V2 bzJumpi16,0.7074559328049214
fStat0V1 bzJumpi16,0.7074263575062109
fstSecSkel bzJumpi02,0.7004613746598841
fStat0V1 bzJumpi02,0.6947829173074648
fStat0V2 bzJumpi02,0.6947829173074648
skeletons bzJumpi04,0.6920767774754525
fStat_V1 bzJumpi04,0.6848160416420206
fStat_V2 bzJumpi04,0.6839287826807051
raw bzJumpi04,0.6688749556370519
fStat_V1 bzJumpi08,0.6635070389210931
fStat_V2 bzJumpi08,0.6629746835443038
fStat_V1 bzJumpi02,0.6550189281911747
fStat_V2 bzJumpi02,0.6548710516976222
skeletons bzJumpi02,0.6508044481249261
raw bzJumpi02,0.6328966047557081
fStat_V1 bzJumpi16,0.5369691233881462
fStat_V2 bzJumpi16,0.5361705903229622
