,isIn,id1,id2,ppdeep,byteBagJaccard,lzjd1,size
0,False,290812549,262134103,61.05263157894737,0.26563158634256007,0.09930220075147611,0.26085561006923746
1,False,290812549,264264007,67.82608695652175,0.32485363813771956,0.09753483386923902,0.41597505616947134
2,False,290812549,266187304,68.69565217391305,0.32476130740818177,0.09110282365476825,0.4160209087991196
3,False,290812549,264195043,68.69565217391305,0.32653061224489793,0.09753483386923902,0.42546655050667154
4,False,290812549,267151808,66.95652173913044,0.33186981671196597,0.09284951974386339,0.42358659269109084
5,False,290812549,267621813,61.05263157894737,0.26960061767389626,0.1010752688172043,0.27098904122151407
6,False,290812549,268294721,61.05263157894737,0.2657205086770182,0.10166756320602474,0.2608097574395892
7,False,290812549,268383131,60.0,0.26600224592925326,0.1010752688172043,0.26791691503507725
8,False,290812549,268567049,68.69565217391305,0.33563170357988575,0.09753483386923902,0.42372415058003576
9,False,290812549,269035298,67.82608695652175,0.325130707563611,0.09753483386923902,0.4163877298363061
10,False,290812549,278541653,66.96428571428572,0.3330777808753833,0.09635974304068523,0.4238617084689807
11,False,290812549,270971766,62.10526315789474,0.26251140591001615,0.10226049515608181,0.26401944151497087
12,False,290812549,271244390,67.85714285714286,0.33423988842398883,0.09753483386923902,0.4239992663579256
13,False,290812549,272030474,61.05263157894737,0.26242279618192027,0.1010752688172043,0.2640652941446192
14,False,290812549,274619151,68.69565217391305,0.33553868653805974,0.1010752688172043,0.42377000320968405
15,False,290812549,275420920,67.82608695652175,0.335817776539426,0.09694697375468667,0.4247329084322986
16,False,290812549,275526582,68.69565217391305,0.32503833821274225,0.09110282365476825,0.41620431931771285
17,False,290812549,278208296,66.96428571428572,0.3334959576247561,0.09812332439678284,0.4240451189875739
18,False,290812549,281533223,61.05263157894737,0.26235261089275685,0.10404312668463613,0.2608097574395892
19,False,290812549,293669986,61.05263157894737,0.2624929814710837,0.1052347544522396,0.2609473153285341
20,False,290812549,286164817,67.82608695652175,0.3366557468460305,0.09694697375468667,0.4230822137649594
21,False,290812549,289115379,68.69565217391305,0.33639782699540327,0.09871244635193133,0.42454949791370533
22,False,290812549,320723358,68.9655172413793,0.2996911847276811,0.11183496199782844,0.29098078774817737
23,False,290812549,330629094,62.10526315789474,0.1950979703630873,0.09982068141063957,0.1962034022651199
24,False,290812549,476873427,69.56521739130434,0.3249459817383425,0.09110282365476825,0.41556238250263655
25,False,290812549,480065571,68.69565217391305,0.32503833821274225,0.09694697375468667,0.4155165298729882
26,False,290812549,482881374,60.0,0.26586102719033233,0.09930220075147611,0.26067219955064425
27,False,290812549,581925422,68.10344827586206,0.3359108324625566,0.1010752688172043,0.4234031821724976
28,False,290812549,598976494,67.82608695652175,0.32568519422553877,0.09694697375468667,0.41556238250263655
29,False,290812549,590130431,67.82608695652175,0.33656258712015613,0.09871244635193133,0.42230271906093814
30,False,290812549,878690217,67.56756756756756,0.3202760158918241,0.09694697375468667,0.4111146774267504
31,False,290812549,879941810,67.56756756756756,0.3200919924733431,0.09226666666666666,0.4110229721674538
32,False,290812549,895481392,68.10344827586206,0.32522308979364195,0.09753483386923902,0.41560823513228484
33,False,290812549,957323482,68.69565217391305,0.32634146341463416,0.09694697375468667,0.41964326654133616
34,False,290812549,1220952025,68.69565217391305,0.33674891955945907,0.09635974304068523,0.4247787610619469
35,False,291674826,262134103,61.05263157894737,0.2719752553589412,0.10166756320602474,0.2658411214953271
36,False,291674826,264264007,67.82608695652175,0.3328337971883251,0.09577314071696094,0.4239252336448598
37,False,291674826,266187304,68.69565217391305,0.33273868988154703,0.09052183173588925,0.4239719626168224
38,False,291674826,264195043,68.69565217391305,0.33454571387819143,0.09518716577540107,0.4335981308411215
39,False,291674826,267151808,67.82608695652175,0.34001712573141146,0.09284951974386339,0.4316822429906542
40,False,291674826,267621813,61.05263157894737,0.27603305785123966,0.1010752688172043,0.2761682242990654
41,False,291674826,268294721,61.05263157894737,0.27206675778720957,0.10344827586206896,0.2657943925233645
42,False,291674826,268383131,60.0,0.27234837597010636,0.09930220075147611,0.2730373831775701
43,False,291674826,268567049,68.69565217391305,0.34386365257077656,0.10166756320602474,0.43182242990654207
44,False,291674826,269035298,67.82608695652175,0.3331192005710207,0.09635974304068523,0.42434579439252335
45,False,291674826,278541653,66.96428571428572,0.3412545493470349,0.09343299519487454,0.4319626168224299
46,False,291674826,270971766,62.10526315789474,0.26877470355731226,0.10166756320602474,0.26906542056074767
47,False,291674826,271244390,67.85714285714286,0.3424491253123884,0.09460181721004811,0.4321028037383178
48,False,291674826,272030474,61.05263157894737,0.26868352974992815,0.10048361096184846,0.2691121495327103
49,False,291674826,274619151,68.69565217391305,0.3437678265830006,0.09930220075147611,0.4318691588785047
50,False,291674826,275420920,67.82608695652175,0.3440553455530989,0.10166756320602474,0.43285046728971965
51,False,291674826,275526582,68.69565217391305,0.3330240525301549,0.08994145822245875,0.4241588785046729
52,False,291674826,278208296,66.96428571428572,0.3416827231856134,0.09518716577540107,0.4321495327102804
53,False,291674826,281533223,61.05263157894737,0.2686116700201207,0.10642895732036736,0.2657943925233645
54,False,291674826,293669986,61.05263157894737,0.26875538947973554,0.10642895732036736,0.26593457943925236
55,False,291674826,286164817,67.82608695652175,0.34491864116471593,0.10166756320602474,0.43116822429906543
56,False,291674826,289115379,68.69565217391305,0.34464807815731296,0.10226049515608181,0.4326635514018692
57,False,291674826,320723358,68.9655172413793,0.306841046277666,0.11243889190657251,0.29654205607476636
58,False,291674826,330629094,62.10526315789474,0.19975551880348028,0.10311750599520383,0.1999532710280374
